id,act_arq,lang_cobol,db_elastic,db_firestore,ben_loan,cert_gweb,cert_itilint,ben_flexhours,lang_python,remote,db_firebasert,cert_pmp,experience,ben_gym,dsc_rapidminer,act_bi,act_dba,ben_housing,cert_testing1,act_infosec,lang_csharp,ben_gas,ben_car,profile,front_xamarin,db_sap,cert_itilpra,act_dir,act_req,cert_sixsigma,db_neo4j,ben_edu,infra_chef,gender,infra_vmware,db_cassandra,db_cosmos,dsc_sas,lang_perl,act_test,ben_lifeins,cert_sap,cert_linux,db_mysql,ben_bonus,ben_healthminor,age,cert_java,lang_delphi,db_oracle,lang_clang,seniority,db_dynamo,lang_php,dsc_h2o,lang_scala,infra_ansible,dsc_alteryx,cert_android,lang_rust,act_prog,infra_oshift,act_soporte,cert_awsdev,cert_infosec,cert_entarch,dsc_watson,ben_homeoffice,lang_vbnet,ben_healthmajor,ben_family,act_spi,edutype,dsc_knime,act_doc,dsc_tf,ben_cafeteria,infra_docker,act_techsales,cert_oracle,act_pm,cert_testing2,infra_ostack,cert_ba,db_pgsql,infra_puppet,act_cons,infra_terraform,english_num,ben_vouchers,cert_gcloudarch,lang_elixir,act_cap,cert_awsarch,act_erp,lang_go,orgtype,cert_cisco,cert_scrum,db_DB2,cert_cgeit,lang_bash,dsc_azureml,dsc_domino,emptype,lang_plsql,lang_groovy,act_front,lang_java,lang_ruby,act_uxd,cert_agile,cert_cobit,lang_swift,act_techwrite,lang_js,dsc_dataiku,cert_gdata,front_angular,lang_kotlin,db_sqlserver,act_ventas,ben_parking,education,front_react,ben_equity,db_redis,cert_msexp,ben_cellphone,infra_k8s,cert_msass,front_vue,db_mongoDB,salarymx_range
3484,,,,,Y,,,Y,,Y,,,12,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,36,Y,,,,1,,Y,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(70000, 80000]"
3485,Y,,,,,,,Y,,Y,,,12,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,Y,,36,Y,,,,6,,,,,,,Y,,,,Y,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(60000, 70000]"
3486,,,,,Y,,,,,N,,,4,,,,,,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,Y,,27,,,,,4,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,isv,,,,,,,,nomina,Y,,Y,,,,,,,,Y,,,Y,,,,,universidad,Y,,,,,,,,,"(20000, 30000]"
3487,,,,,,,,Y,,N,,,15,,,,,,,,,,,emprendedor,,,,,,,,,,hombre,,,,,,,,,,,,,41,,,,,7,,,,,,,,,,,,,,,,Y,,,,,autodidacta,,,,,Y,,,Y,,,,,,,,2,,,,,,,,startup,,Y,,,,,,hibrido,,,,,,,,,,,,,,,,,,,pasante,,Y,,,Y,Y,,,,"(60000, 70000]"
3489,,,,,Y,,,Y,,Y,,,10,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,Y,,,,,,,,,,30,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,pasante,,,,,,,,,Y,"(70000, 80000]"
3490,,,,,,,,,,N,,,8,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,28,Y,,,,1,,,,,,,Y,,,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,4,,,,Y,,,,itservices,,,,,,,,honorarios,,,,,,,,,,,,,,,,,,,pasante,,,,,,,Y,,,"(40000, 50000]"
3491,,,,,Y,,,Y,,N,,,2,,,,,,,,,,,estudiante,,,,,Y,,,,,mujer,,,,,,,,,,,,,23,,,,,2,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,Y,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(0, 10000]"
3492,Y,,,,,,,,,N,,,21,,,,,,,Y,,,,godin,,,,,,,,,,hombre,Y,,,,,,,,,,,,36,,,,,3,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,Y,,,,,,,,,,,,2,,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
3498,,,,,Y,,,,,N,,,4,,,Y,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,Y,Y,,30,,,,,4,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,Y,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,Y,"(20000, 30000]"
3499,Y,,,,Y,,,Y,,Y,,,0,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,,,,,Y,,25,,,,,0,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,Y,,,,,,,,,,,,4,Y,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,Y,universidad,,,,,,,,,,"(20000, 30000]"
3500,,,,,,,,Y,Y,N,,,10,,,,Y,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,Y,,Y,36,,,,,7,,,,,,,,,Y,,Y,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,Y,,,hibrido,,,,Y,,,,,,,,,,,,,,,universidad,,,,,,,,,Y,"(30000, 40000]"
3501,,,,,,,,,,N,,,6,,,,,,,Y,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,29,,,,,6,,Y,,,,,,,Y,,Y,,,,,Y,,,,,trabajo,,,,,,,,,,,,,,,,1,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(20000, 30000]"
3502,,,,,Y,,Y,,,N,,Y,17,,,,,,,,Y,,,godin,,,,,Y,,,,,mujer,,,,,,,,,,,,,40,,,,Y,2,,,,,,,,,Y,,,,,,,,Y,Y,,,escuela,,,,,,,,Y,,,,,,,,2,,Y,,,,,,itservices,,Y,,,,,,hibrido,,,,,,,Y,,,,,,,,,,,,maestria,,,,Y,,,,,,"(30000, 40000]"
3503,,,,,Y,,,,,N,,,10,,,,,,,,Y,,,godin,,,,,Y,,,,,mujer,,,,,,,Y,,,,,,35,,,,,4,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,Y,,,,,,,,2,Y,,,,,,,corp,,Y,,,,,,nomina,Y,,,,,,,,,,Y,,,,,,,,universidad,,,,Y,,,,,,"(30000, 40000]"
3505,,,,,Y,,,Y,,Y,,,7,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,30,Y,,,,1,,,,Y,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,Y,,,,,,maestria,,,,,,,,,,"(60000, 70000]"
3506,,,,,,,,Y,,Y,,,8,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,Y,,,,,,,32,,,,,1,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(50000, 60000]"
3507,,,,,Y,,,,,Y,,,6,,,,,,,,,,,directivo,,,,Y,,,,Y,,hombre,,,,,,,,,,,Y,Y,36,,,,,1,,,,,,,,,,,,,,,,,,Y,,Y,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(70000, 80000]"
3508,,,,,Y,,,,,Y,,,2,,,,,,,,,,,godin,,,,,Y,,,Y,,hombre,,,,,,,Y,,,,,,30,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,Y,,,,,,nomina,,,,Y,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
3509,,,,,,,,,,N,,,2,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,Y,,,24,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,autodidacta,,,,,,,,,,,,Y,,,,5,,,,,,,,corp,,,,,Y,,,hibrido,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(20000, 30000]"
3510,,,,,,,,,,N,,,4,,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,,,27,,,,,2,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,Y,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,Y,,,,Y,,,Y,,,,,pasante,Y,,,,,,,,,"(50000, 60000]"
3511,,,,,Y,,,Y,,Y,,,8,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,31,,,,,1,,,,,,,,,Y,,Y,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(60000, 70000]"
3512,Y,,,,Y,,,Y,,N,,,7,Y,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,Y,,,,Y,,34,,,,,2,,,,,,,,,,,,Y,Y,,,Y,,Y,,Y,autodidacta,,,,Y,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,Y,,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(50000, 60000]"
3513,,,,,,,,,,N,,,3,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,Y,24,,,,,3,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,Y,,Y,Y,,,,,,,,,,Y,,,,,universidad,,,,,,,,,,"(10000, 20000]"
3514,,,,,Y,,Y,Y,,N,,Y,8,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,32,,,,,5,,,,,,,,,,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,3,,,,Y,,,,isv,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,tecnica,,,,,,,Y,,,"(20000, 30000]"
3515,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,,,,,,,26,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,isv,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,pasante,Y,,,,,,,,,"(0, 10000]"
3516,,,,,Y,,,,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
3517,,,,,Y,,,,,Y,,,7,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,29,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,Y,universidad,Y,,,,,,,Y,,"(50000, 60000]"
3518,,,,,,,,Y,,Y,,,5,,,,,,,Y,,,,docente,,,,,,,,,,mujer,,,,,,,,,,,,,32,,,,,3,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,freelance,,,,,,,,freelance,,,,,,,,Y,,,,,,,,,,,maestria,,,,,,,,,,"(90000, 100000]"
3519,,,,,,,,,,N,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,27,Y,,,,2,,,,Y,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
3520,Y,,,,,,,,,N,,,6,,,,,,,,,,,godin,,,,Y,,,,,,hombre,,,,,,,,,,,,,32,,,,,1,,,,,,,,,,,,,,,,,,,,,autodidacta,,,,,,,,Y,,,,,,,,3,,,,,,,,startup,,,,,,,,hibrido,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3521,,,,,,,,,,Y,,,2,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,23,,,,,0,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,honorarios,,,Y,,,,,,,,,,,Y,,,,,universidad,Y,,,,,,,,,"(10000, 20000]"
3522,Y,,,,,,,,,N,,,18,,,,Y,,,,,,,independiente,,,,,,,,,,hombre,,,,,,,,,,Y,,,38,,,Y,,12,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,freelance,,,,,,,,freelance,Y,,,Y,,,,,,,,,,,,Y,,,universidad,,,,,,,Y,,,"(30000, 40000]"
3523,Y,,,,,,,Y,,N,,,11,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,35,,,,,1,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
3524,Y,,,,,,,,,N,,,11,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,34,,,,,2,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,1,Y,,,Y,,,,startup,,Y,,,,,,hibrido,,,,Y,,,,,,,Y,,,,,,,Y,pasante,,,,,,,,,,"(50000, 60000]"
3525,,,,,,,,,,N,,,7,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,31,,,,,6,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,posgrado,,,,,,,,,,"(10000, 20000]"
3526,,,,,,,,Y,,Y,,,5,,,,,,,,Y,,,otro,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,33,,,,,2,,,,,,,,,Y,,,,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,,,"(60000, 70000]"
3527,,,,,Y,,,Y,,N,,,4,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,28,,,,,3,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,Y,,,,,,,,2,Y,,,,,,,corp,,Y,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,pasante,Y,,,,,,,,,"(20000, 30000]"
3528,Y,,,,,,,,,N,,,5,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,30,,,,,5,,,,,,,,,,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,1,,,,,,Y,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(30000, 40000]"
3529,,,,,,,,Y,,Y,,,12,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,38,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(100000, 110000]"
3530,Y,,,,,,,,,N,,,5,Y,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,28,,,,,2,,,,,,,,,,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,Y,,,,,,hibrido,,,,,,,,,,,,,,,,,Y,,posgrado,,,,,Y,,,,,"(30000, 40000]"
3531,Y,,,,,,,Y,,N,,,8,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,Y,33,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,,,Y,,,,,,,,,,Y,1,,,,,,,,startup,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,Y,,,,"(40000, 50000]"
3532,Y,,,,,,,,,N,,,21,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,Y,,41,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,startup,,Y,,,,,,nomina,,Y,,Y,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(150000, 160000]"
3533,,,,,,,,,,N,,,20,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,46,Y,,,,4,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,Y,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(20000, 30000]"
3534,,,,,,,,Y,,N,,,7,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,28,,,,,2,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,Y,,,,,,,,Y,,,,,pasante,Y,,,,,,,,,"(20000, 30000]"
3535,,,,,,,,,,N,,,25,,,,,,Y,,,,,directivo,,,,Y,,,,,,hombre,,,,,,,,,,,,,46,,,,,21,,,,,,,,,,,,,,,,,,Y,,Y,escuela,,,,,,,,Y,,,,,,,,1,,,,,,,,gobierno,,Y,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,maestria,,,,,Y,,,,,"(160000, 170000]"
3536,,,,,,,,,,N,,,5,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,33,,,,,5,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,Y,,,,Y,,,,,,,,3,,,,,,,,gobierno,,,,,,,,honorarios,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
3537,,,,,,,,,,N,,,4,,,,,,,,,,,godin,,,,Y,Y,,,,,hombre,,,,,,Y,Y,,,,,,29,,,,,4,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,Y,,,,,,,,,,,,2,,,,,,,,gobierno,,Y,,,,,,honorarios,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(30000, 40000]"
3538,Y,,,,Y,,,Y,,Y,,,23,,,,,,,,,Y,Y,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,Y,,46,,,,,13,,,,,,,,,,,,,,Y,,Y,,Y,,,trabajo,,,,Y,,Y,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,Y,Y,maestria,,Y,,Y,Y,,,,,"(140000, 150000]"
3539,Y,,,,,,,,,N,,,7,,,,,,,,,,,godin,,,,Y,Y,,,,,hombre,,,,,,,,,,,,,29,,,,,6,,,,,,,,,,,,,,,,,,Y,,,escuela,,,,Y,,,,,,,,,,,,1,,,,,,,,gobierno,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(70000, 80000]"
3540,Y,,,,,,Y,,,Y,,Y,14,,,,,,,,,,,emprendedor,,,,,,,,Y,Y,hombre,,,,,,,Y,,,,,,34,Y,,,,4,,,,,Y,,,,Y,,,Y,,Y,,Y,,,,,autodidacta,,,,,,,,,,,,,,,,3,,,,,Y,,,startup,,,,,,,,emprendedor,,,,Y,,,,Y,,,,,,,,,,,maestria,,,,,,Y,,,,"(70000, 80000]"
3541,,,,,Y,,,,,N,,,25,,,,Y,Y,,,,,,docente,,,,,,,,,,mujer,,,,,,,Y,,,Y,Y,,48,,,,,24,,Y,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,Y,,,,3,Y,,,,,,,uni,,,,,,,,nomina,Y,,Y,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(10000, 20000]"
3542,,,,,,Y,,,,N,,,20,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,46,,,,,10,,,,,,,,,,,Y,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,gobierno,,,,,,,,honorarios,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
3543,,,,,,,,Y,,N,,,11,,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,Y,,Y,,Y,Y,48,,,,,4,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,Y,,2,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,phd,,,,,Y,,,,,"(70000, 80000]"
3544,Y,,,,Y,,Y,Y,,N,,,12,,,,,,,,,,,godin,,,,Y,Y,,,Y,,hombre,,,,,,,Y,,,,Y,Y,36,,,,,10,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,2,,,,,,,,corp,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(60000, 70000]"
3545,,,,,,,,Y,Y,Y,,,13,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,33,,,,,1,,,,,Y,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,Y,,,,,,,,,,Y,3,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,Y,universidad,Y,,,,,,,,,"(70000, 80000]"
3546,,,,,,,,,,Y,,,19,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,41,,,,,5,,,,,,,,,Y,,,Y,,,,,,,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
3547,,,,,,,,Y,,Y,,,9,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,32,Y,,,,1,,,,,,,,,Y,,,Y,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,isv,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,,,,,,maestria,Y,,,,,,,,,"(40000, 50000]"
3548,,,,,,,,,,Y,,,15,,,,,,,,,,,godin,,,Y,,,,,,,hombre,,,,,,,,,Y,,,,40,,,,,6,,,,,,,,,,,,,,Y,,,,,,Y,trabajo,,,,,,,,,,,,,,Y,,3,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,Y,universidad,,,,,,,,,,"(0, 10000]"
3549,,,,,Y,,,,,N,,,21,,,,,,,,,,,directivo,,,,Y,,,,,,hombre,,,,,,,,,,,,,43,,,,,10,,,,,,,,,,,,,,,,Y,,Y,,Y,autodidacta,,,,,,,,Y,,,,,,,,1,,,,,,,,uni,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(40000, 50000]"
3550,,,,,Y,,Y,,,N,,Y,23,,,,,,,,,Y,Y,godin,,,,,,,,Y,,mujer,,,,,,,Y,,,,Y,,44,,,,,18,,,,,,,,,,,Y,,,,,Y,,Y,Y,,escuela,,,,Y,,,,Y,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,maestria,,,,,Y,,,,,"(60000, 70000]"
3551,Y,,,,Y,,,,,N,,,10,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,31,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,1,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,pasante,,,,Y,,,Y,,,"(50000, 60000]"
3552,,,,,Y,,,Y,,N,,,18,,,,,Y,,,,Y,Y,godin,,,,,Y,,,,,hombre,,,,,,,,Y,,,,,39,,,,,8,,,,,,,,,,,,,,,,Y,,Y,,Y,autodidacta,,,,,,,,,,,,,,Y,,2,,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
3553,,,,,,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,Y,24,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,Y,,,,,,,,3,,,,,,,,isv,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,Y,Y,,,,universidad,Y,,,,,,,Y,,"(10000, 20000]"
3554,,,,,Y,,,Y,,Y,,,5,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,24,,,,,1,,Y,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,Y,universidad,Y,,,,,,,Y,,"(30000, 40000]"
3555,,,,,,,,Y,,Y,,,9,,,,,,,,Y,,,otro,,,,,,,,,,hombre,,,,,,Y,,,,,,,31,Y,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,freelance,,,,,,,,freelance,Y,,Y,,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(240000, 250000]"
3556,,,,,Y,,,Y,,Y,,,8,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,28,Y,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,Y,,escuela,,,,,,,,,,,,,,,,5,Y,,,,,,,itservices,,,,,Y,,,nomina,,,,Y,,,,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(70000, 80000]"
3557,,,,,,,,,,N,,,16,,,,,,,,,,,independiente,,,,,,,,,,hombre,,,,,,,,,,,,,38,,,,,3,,,,,,,,,,,,,,,,,,,,Y,escuela,,Y,,,,,,,,,,,,,,3,,,,Y,,,,freelance,,Y,,,,,,freelance,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(30000, 40000]"
3558,Y,,,,,,,,Y,Y,,,15,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,37,,,,,1,,,,,,,,Y,Y,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,4,,,,,,,,startup,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,Y,,,,,,,,"(230000, 240000]"
3559,,,,,,,,Y,,Y,,,5,,,,,,,,,,,independiente,,,,,,,,,,hombre,,,,,,Y,,,,,,,30,,,,,1,,,,,,,,,,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,4,,,,,,,,freelance,,,,,,,,freelance,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(180000, 190000]"
3560,,,,,,,,,,Y,,,7,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,30,,,,,1,,,,,,,,,,,,Y,,,,,,,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,honorarios,,,Y,,,,,,,,,,,,,,,,universidad,Y,Y,,,Y,,,,,"(160000, 170000]"
